PCN,ISSUED,LOCATION,CONTRAVENTION,FINE,Last Pay Date,Total Paid,Balance,
LS22600568,04/03/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,06/03/2020,25,0,
LS22600579,04/03/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,04/03/2020,25,0,
LS22600579,04/03/2020,CHARLES STREET CP - FARSLEY                                 ,86 BEYOND THE BAY MARKINGS                        ,50,06/03/2020,25,0,
LS22700631,04/03/2020,HUNSLET LANE CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/03/2020,25,0,
LS22700642,04/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,25,0,
LS24902411,04/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,04/03/2020,25,50,
LS25600032,04/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,04/03/2020,0,0,
LS25600054,04/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,50,0,
LS06566560,05/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS06566560,05/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/03/2020,0,0,
LS17302822,05/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,50,0,
LS17302844,05/03/2020,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS18305178,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS18305178,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,16/03/2020,25,0,
LS18305189,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/03/2020,0,0,
LS18305203,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS18305214,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,35,0,
LS18401003,05/03/2020,MAIN STREET CP - GARFORTH                                   ,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,13/03/2020,35,0,
LS18603074,05/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,0,
LS18603074,05/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,0,0,
LS18603074,05/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0,0,
LS20601038,05/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/03/2020,25,0,
LS20601038,05/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,09/03/2020,25,0,
LS20601049,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS2060105A,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS20601060,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS20601060,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2020,25,0,
LS20601071,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS20601093,05/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,30/03/2020,50,0,
LS21801699,05/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/03/2020,0,0,
LS21801699,05/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,24/03/2020,0,0,
LS22600637,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,05/03/2020,35,0,
LS22600637,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,13/03/2020,35,0,
LS22600637,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,87 IN DISABLED BAY WITHOUT BADGE,70,16/03/2020,35,0,
LS22600648,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/03/2020,25,0,
LS22600648,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,18/03/2020,25,0,
LS22600648,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,19/03/2020,25,0,
LS2260066A,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/03/2020,25,0,
LS2260066A,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,12/03/2020,25,0,
LS23602627,05/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/03/2020,25,0,
LS23602627,05/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/03/2020,25,0,
LS23602638,05/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25,0,
LS23703715,05/03/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/03/2020,25,0,
LS23703726,05/03/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/03/2020,25,0,
LS23900964,05/03/2020,INTERNATIONAL POOL CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/03/2020,25,0,
LS24201665,05/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,50,0,
LS24902590,05/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/03/2020,0,0,
LS25600065,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS25600065,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/03/2020,0,0,
LS25600087,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,25,0,
LS25600098,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/03/2020,25,0,
LS25600101,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS25600112,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,50,0,
LS17302833,05/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS17302833,05/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,29/03/2020,25,0,
LS17302844,05/03/2020,COURTHOUSE STREET CP - OTLEY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS18305189,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS1830519A,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,50,0,
LS18305203,05/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/03/2020,25,0,
LS18400907,05/03/2020,MAIN STREET CP - GARFORTH                                   ,87 IN DISABLED BAY WITHOUT BADGE,70,05/03/2020,0,0,
LS18400907,05/03/2020,MAIN STREET CP - GARFORTH                                   ,87 IN DISABLED BAY WITHOUT BADGE,70,10/03/2020,0,0,
LS18400918,05/03/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,05/03/2020,25,0,
LS18400918,05/03/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,13/03/2020,25,0,
LS18400918,05/03/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,16/03/2020,25,0,
LS18400940,05/03/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,05/03/2020,25,0,
LS18400940,05/03/2020,MAIN STREET CP - GARFORTH                                   ,86 BEYOND THE BAY MARKINGS                        ,50,06/03/2020,25,0,
LS18401003,05/03/2020,MAIN STREET CP - GARFORTH                                   ,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,05/03/2020,35,0,
LS18401003,05/03/2020,MAIN STREET CP - GARFORTH                                   ,81 IN A RESTRICTED AREA IN A CAR PARK             ,70,12/03/2020,35,0,
LS18603074,05/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,0,
LS20601038,05/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/03/2020,25,0,
LS20601049,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2020,0,0,
LS2060105A,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS20601060,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,17/03/2020,25,0,
LS20601082,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,50,
LS20601093,05/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,05/03/2020,50,0,
LS22600659,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/03/2020,50,0,
LS2260066A,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,11/03/2020,25,0,
LS22600670,05/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/03/2020,25,50,
LS23602638,05/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,05/03/2020,25,0,
LS23602638,05/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS23703715,05/03/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/03/2020,25,0,
LS23703726,05/03/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,17/03/2020,25,0,
LS23703737,05/03/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,05/03/2020,25,0,
LS23703737,05/03/2020,ROBIN LANE CP - PUDSEY                                      ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,18/03/2020,25,0,
LS23900975,05/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,05/03/2020,25,0,
LS23900975,05/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,18/03/2020,25,0,
LS24201654,05/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,0,83,
LS24201665,05/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,31/03/2020,50,0,
LS24902590,05/03/2020,KIRKSTALL RD CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/03/2020,0,0,
LS25600076,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS25600076,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/03/2020,25,0,
LS25600087,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS25600087,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/03/2020,25,0,
LS25600098,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,05/03/2020,25,0,
LS25600098,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2020,25,0,
LS25600101,05/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0,0,
LS25600123,05/03/2020,WOODHOUSE LANE  CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,05/03/2020,35,0,
LS25600123,05/03/2020,WOODHOUSE LANE  CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,13/03/2020,35,0,
LS25600123,05/03/2020,WOODHOUSE LANE  CP - CITY,92 PARKED CAUSING AN OBSTRUCTION                  ,70,16/03/2020,35,0,
LS14482502,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/03/2020,0,0,
LS14482513,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/03/2020,0,0,
LS14482513,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,18/03/2020,0,0,
LS17700767,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,50,0,
LS17700778,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,19/03/2020,25,0,
LS17700803,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,50,0,
LS17700814,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS17700825,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,83,
LS2030273A,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/03/2020,50,0,
LS20302740,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,07/03/2020,25,0,
LS20601107,06/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,20/03/2020,25,0,
LS20601107,06/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,23/03/2020,25,0,
LS20601118,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS20601118,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,08/03/2020,25,0,
LS20601129,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,0,
LS2060113A,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS21702868,06/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS21702868,06/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS21702879,06/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/03/2020,0,0,
LS2170288A,06/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,25,0,
LS22800705,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,0,0,
LS22800716,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,0,
LS22800716,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,20/03/2020,25,0,
LS22800716,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,23/03/2020,25,0,
LS22800727,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,50,
LS2280075A,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,11/03/2020,25,0,
LS22800760,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,0,
LS22800760,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25,0,
LS22800793,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,0,
LS22800807,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,0,
LS22800818,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,0,0,
LS22800818,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,24/03/2020,0,0,
LS22800829,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,13/03/2020,25,0,
LS23501233,06/03/2020,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,06/03/2020,35,0,
LS23501233,06/03/2020,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,09/03/2020,35,0,
LS23703828,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/03/2020,0,0,
LS23703828,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,25/03/2020,0,0,
LS2370384A,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,18/03/2020,25,0,
LS23703850,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,86 BEYOND THE BAY MARKINGS                        ,50,06/03/2020,25,0,
LS23703850,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,86 BEYOND THE BAY MARKINGS                        ,50,09/03/2020,25,0,
LS2440285A,06/03/2020,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,18/03/2020,25,0,
LS24402860,06/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS24402882,06/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,83,
LS25600134,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,0,
LS25600134,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,30/03/2020,0,0,
LS25600156,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,50,0,
LS14482499,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/03/2020,0,0,
LS14482499,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,09/03/2020,0,0,
LS17700778,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS17700789,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,83,
LS1770079A,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,75,
LS17700814,06/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,18/03/2020,25,0,
LS20302740,06/03/2020,GLEDHOW ROAD CP - SHEEPSCAR,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,0,
LS20601107,06/03/2020,WOODHOUSE LANE  CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/03/2020,25,0,
LS20601129,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,10/03/2020,0,0,
LS2060113A,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,15/03/2020,25,0,
LS21702879,06/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,0,
LS2170288A,06/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS2170288A,06/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,25,0,
LS22800705,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,31/03/2020,0,0,
LS2280075A,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,0,
LS22800771,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,0,0,
LS22800782,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,0,50,
LS22800793,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,09/03/2020,25,0,
LS22800793,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,10/03/2020,25,0,
LS22800807,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/03/2020,25,0,
LS22800829,06/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,06/03/2020,25,0,
LS23501233,06/03/2020,HOLT PARK CP - HOLT PARK                                    ,87 IN DISABLED BAY WITHOUT BADGE,70,10/03/2020,35,0,
LS23703839,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/03/2020,25,0,
LS23703839,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,15/03/2020,25,0,
LS2370384A,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/03/2020,25,0,
LS2370384A,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,19/03/2020,25,0,
LS23703883,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/03/2020,25,0,
LS23703883,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,09/03/2020,25,0,
LS23703894,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,06/03/2020,25,0,
LS23703894,06/03/2020,CROSSLEY STREET CP - WETHERBY                               ,80 PARKED FOR LONGER THAN THE MAXIMUM PERIOD,50,12/03/2020,25,0,
LS2440285A,06/03/2020,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,06/03/2020,25,0,
LS2440285A,06/03/2020,BECKETT ST LOWER CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,17/03/2020,25,0,
LS24402860,06/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,23/03/2020,25,0,
LS24402871,06/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,25,0,
LS24402871,06/03/2020,BECKETT ST LOWER CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,25,0,
LS25600145,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,0,83,
LS25600167,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,06/03/2020,50,0,
LS25600167,06/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,24/03/2020,50,0,
LS05256171,07/03/2020,CASTLE ST CP - CITY,73 PARKED WITHOUT PAYMENT,50,07/03/2020,25,0,
LS14482546,07/03/2020,WOODHOUSE LANE  CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,0,
LS14482590,07/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS14482604,07/03/2020,HUNSLET LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS14482615,07/03/2020,MEADOW LANE CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS17201031,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,0,50,
LS17201053,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS17201053,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,09/03/2020,25,0,
LS17201064,07/03/2020,BURLEY ROAD CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS17201133,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,08/03/2020,25,0,
LS18401149,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2020,0,0,
LS1840115A,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,07/03/2020,0,0,
LS18401160,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,75,0,
LS18401171,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS18401171,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,12/03/2020,25,0,
LS18401182,07/03/2020,WEST STREET CP - CITY,82 AFTER EXPIRY IN P+D CAR PARK,50,25/03/2020,50,0,
LS18401193,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,07/03/2020,25,0,
LS18401207,07/03/2020,WEST STREET CP - CITY,83 WITHOUT DISPLAYING A VALID TICKET,50,11/03/2020,0,0,
