Practice_Code,Practice_Name,LA_CODE,GOR10CD,Age_Band,PSEEN_TOTAL
V16875,Mr S Camderman and M Birgani,E10000020,E12000006,ADULT_24_months,13228
V16875,Mr S Camderman and M Birgani,E10000020,E12000006,CHILD_12_months,3709
V16876,Bridge Street Dental Surgery,E10000023,E12000003,ADULT_24_months,1673
V16876,Bridge Street Dental Surgery,E10000023,E12000003,CHILD_12_months,361
V16878,Bedford & Associates Limited,E08000032,E12000003,ADULT_24_months,6222
V16878,Bedford & Associates Limited,E08000032,E12000003,CHILD_12_months,1927
V16881,MR PJ ELLIS,E10000030,E12000008,ADULT_24_months,71
V16881,MR PJ ELLIS,E10000030,E12000008,CHILD_12_months,291
V16882,MISS S PATEL,E06000035,E12000008,ADULT_24_months,388
V16882,MISS S PATEL,E06000035,E12000008,CHILD_12_months,465
V16886,MR D BYWATER,E06000015,E12000004,ADULT_24_months,2564
V16886,MR D BYWATER,E06000015,E12000004,CHILD_12_months,899
V16906,Rodericks Dental Limited,E10000013,E12000009,ADULT_24_months,7880
V16906,Rodericks Dental Limited,E10000013,E12000009,CHILD_12_months,1914
V16949,MR NC PATEL,E08000018,E12000003,ADULT_24_months,41
V16949,MR NC PATEL,E08000018,E12000003,CHILD_12_months,49
V16959,MR S CHANDARANA,E06000016,E12000004,ADULT_24_months,5080
V16959,MR S CHANDARANA,E06000016,E12000004,CHILD_12_months,1742
V16969,Perfect Smile SDS,E09000009,E12000007,ADULT_24_months,4547
V16969,Perfect Smile SDS,E09000009,E12000007,CHILD_12_months,1253
V16971,Abbey Dental Care,E10000023,E12000003,ADULT_24_months,9903
V16971,Abbey Dental Care,E10000023,E12000003,CHILD_12_months,3051
V16986,Mr J Nuttall & Dr T Hodges,E10000008,E12000009,ADULT_24_months,6627
V16986,Mr J Nuttall & Dr T Hodges,E10000008,E12000009,CHILD_12_months,1512
V16989,Tooth and Mouth Limited,E09000020,E12000007,ADULT_24_months,4058
V16989,Tooth and Mouth Limited,E09000020,E12000007,CHILD_12_months,486
V16991,Carlton Dental Care Limited,E10000024,E12000004,ADULT_24_months,4815
V16991,Carlton Dental Care Limited,E10000024,E12000004,CHILD_12_months,1343
V17006,MS Z NEMCIK,E10000023,E12000003,ADULT_24_months,2376
V17006,MS Z NEMCIK,E10000023,E12000003,CHILD_12_months,561
V17008,MR JS HIBBERT,E06000049,E12000002,ADULT_24_months,3341
V17008,MR JS HIBBERT,E06000049,E12000002,CHILD_12_months,648
V17044,Nottinghamshire Healthcare NHS Trust,E10000024,E12000004,ADULT_24_months,25
V17044,Nottinghamshire Healthcare NHS Trust,E10000024,E12000004,CHILD_12_months,1
V17045,Nottinghamshire Healthcare NHS Trust,E10000024,E12000004,ADULT_24_months,78
V17045,Nottinghamshire Healthcare NHS Trust,E10000024,E12000004,CHILD_12_months,9
V17101,MR DM FAGAN-DOUGLAS,E06000049,E12000002,ADULT_24_months,344
V17101,MR DM FAGAN-DOUGLAS,E06000049,E12000002,CHILD_12_months,147
V17130,King's Road Dental Practice Ltd,E10000015,E12000006,ADULT_24_months,774
V17130,King's Road Dental Practice Ltd,E10000015,E12000006,CHILD_12_months,1403
V17136,Stevenage Dental Practice,E10000015,E12000006,ADULT_24_months,8265
V17136,Stevenage Dental Practice,E10000015,E12000006,CHILD_12_months,2412
V17143,CP Dental,E10000014,E12000008,ADULT_24_months,3671
V17143,CP Dental,E10000014,E12000008,CHILD_12_months,522
V17148,Northwest Orthodontists Ltd,E08000004,E12000002,ADULT_24_months,29
V17148,Northwest Orthodontists Ltd,E08000004,E12000002,CHILD_12_months,76
V17149,Mr S Elphick and Mr V Patnam,E10000020,E12000006,ADULT_24_months,734
V17149,Mr S Elphick and Mr V Patnam,E10000020,E12000006,CHILD_12_months,364
V17156,MRS JM STEVENSON,E10000006,E12000002,ADULT_24_months,49
V17156,MRS JM STEVENSON,E10000006,E12000002,CHILD_12_months,671
V17169,MR FV ELIA,E08000027,E12000005,ADULT_24_months,309
V17169,MR FV ELIA,E08000027,E12000005,CHILD_12_months,0
V17169,Richmond House Dental Practice,E08000027,E12000005,ADULT_24_months,1240
V17169,Richmond House Dental Practice,E08000027,E12000005,CHILD_12_months,448
V17188,ALPHA WINDMILL (YORK) LIMITED,E06000014,E12000003,ADULT_24_months,13
V17188,ALPHA WINDMILL (YORK) LIMITED,E06000014,E12000003,CHILD_12_months,198
V17192,Denton Orthodontic Centre Ltd,E08000008,E12000002,ADULT_24_months,44
V17192,Denton Orthodontic Centre Ltd,E08000008,E12000002,CHILD_12_months,86
V17214,BST Partnership,E08000029,E12000005,ADULT_24_months,2034
V17214,BST Partnership,E08000029,E12000005,CHILD_12_months,585
V17224,Primecare Oral Health Services,E10000034,E12000005,ADULT_24_months,0
V17241,Petrie Tucker & Partners Ltd,E08000015,E12000002,ADULT_24_months,4198
V17241,Petrie Tucker & Partners Ltd,E08000015,E12000002,CHILD_12_months,1065
V17246,KML Orthodontics,E08000005,E12000002,ADULT_24_months,43
V17246,KML Orthodontics,E08000005,E12000002,CHILD_12_months,102
V17267,Dental Home Visits Cornwall,E06000052,E12000009,ADULT_24_months,2869
V17290,MR MA OATES,E10000029,E12000006,ADULT_24_months,49
V17290,MR MA OATES,E10000029,E12000006,CHILD_12_months,247
V17305,MR N AGRAWAL,E09000003,E12000007,ADULT_24_months,1908
V17305,MR N AGRAWAL,E09000003,E12000007,CHILD_12_months,643
V17322,Blackpool PCT,E06000009,E12000002,ADULT_24_months,1401
V17322,Blackpool PCT,E06000009,E12000002,CHILD_12_months,201
V17324,MR O AWOLESI,E10000012,E12000006,ADULT_24_months,4093
V17324,MR O AWOLESI,E10000012,E12000006,CHILD_12_months,984
V17327,Mr BD Coleyshaw,E06000020,E12000005,ADULT_24_months,1520
V17327,Mr BD Coleyshaw,E06000020,E12000005,CHILD_12_months,402
V17329,MR UH OGUIKE,E10000013,E12000009,ADULT_24_months,3362
V17329,MR UH OGUIKE,E10000013,E12000009,CHILD_12_months,1247
V17336,Kings Dental Centre,E08000003,E12000002,ADULT_24_months,80
V17336,Kings Dental Centre,E08000003,E12000002,CHILD_12_months,60
V17358,MR AT SMITH,E10000032,E12000008,ADULT_24_months,62
V17358,MR AT SMITH,E10000032,E12000008,CHILD_12_months,75
V17401,Winton Dental Practice,E08000006,E12000002,ADULT_24_months,3192
V17401,Winton Dental Practice,E08000006,E12000002,CHILD_12_months,1020
V17427,Watford Orthodontics Limited,E10000015,E12000006,ADULT_24_months,93
V17427,Watford Orthodontics Limited,E10000015,E12000006,CHILD_12_months,241
V17432,DR RS HOBSON,E10000006,E12000002,ADULT_24_months,53
V17432,DR RS HOBSON,E10000006,E12000002,CHILD_12_months,41
V17433,Somerset Partnership NHS Foundation Trust,E06000028,E12000009,ADULT_24_months,2793
V17433,Somerset Partnership NHS Foundation Trust,E06000028,E12000009,CHILD_12_months,782
V17434,The Woodlands Dental Practice,E06000049,E12000002,ADULT_24_months,2197
V17434,The Woodlands Dental Practice,E06000049,E12000002,CHILD_12_months,569
V17441,Hillton Dentistry,E10000016,E12000008,ADULT_24_months,647
V17441,Hillton Dentistry,E10000016,E12000008,CHILD_12_months,412
V17444,MR MR NIEDZIELA,E06000018,E12000004,ADULT_24_months,755
V17461,Normanby Dental,E06000003,E12000001,ADULT_24_months,8997
V17461,Normanby Dental,E06000003,E12000001,CHILD_12_months,2172
V17461,Normanby Dental (Emergencies) Ltd,E06000003,E12000001,ADULT_24_months,191
V17461,Normanby Dental (Emergencies) Ltd,E06000003,E12000001,CHILD_12_months,16
V17474,Northenden House Orthodontics,E08000003,E12000002,ADULT_24_months,39
V17474,Northenden House Orthodontics,E08000003,E12000002,CHILD_12_months,61
V17476,MRS C OSBORNE,E10000030,E12000008,ADULT_24_months,10
V17491,MISS ML DUTHIE,E08000012,E12000002,ADULT_24_months,4046
V17491,MISS ML DUTHIE,E08000012,E12000002,CHILD_12_months,1846
V17501,Perfect Smile Clinic Limited,E10000029,E12000006,ADULT_24_months,4170
V17501,Perfect Smile Clinic Limited,E10000029,E12000006,CHILD_12_months,983
V17512,Deane Dental,E08000006,E12000002,ADULT_24_months,5237
V17512,Deane Dental,E08000006,E12000002,CHILD_12_months,2210
V17518,Market Street Dental Care,E06000018,E12000004,ADULT_24_months,5973
V17518,Market Street Dental Care,E06000018,E12000004,CHILD_12_months,914
V17545,Archway (Manchester) Ltd,E08000003,E12000002,ADULT_24_months,3003
V17545,Archway (Manchester) Ltd,E08000003,E12000002,CHILD_12_months,1329
V17548,MR KW GREY,E06000043,E12000008,ADULT_24_months,5244
V17548,MR KW GREY,E06000043,E12000008,CHILD_12_months,1469
V17564,MR SS CHITA,E10000024,E12000004,ADULT_24_months,3705
V17564,MR SS CHITA,E10000024,E12000004,CHILD_12_months,918
V17573,Perfect Smile Clinic (UK) ltd,E06000014,E12000003,ADULT_24_months,6687
V17573,Perfect Smile Clinic (UK) ltd,E06000014,E12000003,CHILD_12_months,2201
V17584,MR B AHMED,E10000025,E12000008,ADULT_24_months,4850
V17584,MR B AHMED,E10000025,E12000008,CHILD_12_months,1547
V17609,ORTHOWORLD 2000 LTD,E08000024,E12000001,ADULT_24_months,61
V17609,ORTHOWORLD 2000 LTD,E08000024,E12000001,CHILD_12_months,125
V17614,Meltham Dental Care Ltd,E08000034,E12000003,ADULT_24_months,5896
V17614,Meltham Dental Care Ltd,E08000034,E12000003,CHILD_12_months,1841
V17622,Temple Street Dental Practice,E10000025,E12000008,ADULT_24_months,5542
V17622,Temple Street Dental Practice,E10000025,E12000008,CHILD_12_months,862
V17624,Smile Care Paignton Ltd,E06000027,E12000009,ADULT_24_months,5055
V17624,Smile Care Paignton Ltd,E06000027,E12000009,CHILD_12_months,1353
V17629,MR S HAFIZ,E08000008,E12000002,ADULT_24_months,2977
V17629,MR S HAFIZ,E08000008,E12000002,CHILD_12_months,970
V17633,DEN DENTAL GROUP PRACTICE LLP,E10000008,E12000009,ADULT_24_months,399
V17633,DEN DENTAL GROUP PRACTICE LLP,E10000008,E12000009,CHILD_12_months,0
V17690,Birch Dental Practice,E08000003,E12000002,ADULT_24_months,4534
V17690,Birch Dental Practice,E08000003,E12000002,CHILD_12_months,1365
V17694,Kathcare Ltd,E08000003,E12000002,ADULT_24_months,1268
V17694,Kathcare Ltd,E08000003,E12000002,CHILD_12_months,371
V17733,MR MA WATTS,E10000015,E12000006,ADULT_24_months,3576
V17733,MR MA WATTS,E10000015,E12000006,CHILD_12_months,940
V17790,Q Dental Care Limited,E06000023,E12000009,ADULT_24_months,172
V17790,Q Dental Care Limited,E06000023,E12000009,CHILD_12_months,509
V17799,MISS R DHARIWAL,E08000006,E12000002,ADULT_24_months,5520
V17799,MISS R DHARIWAL,E08000006,E12000002,CHILD_12_months,2186
V17830,E Lazanakis Limited,E06000043,E12000008,ADULT_24_months,623
V17830,E Lazanakis Limited,E06000043,E12000008,CHILD_12_months,8
V17830,E Lazanakis Limited trading as Sussex Dental Group - West Ho,E06000043,E12000008,ADULT_24_months,7619
V17830,E Lazanakis Limited trading as Sussex Dental Group - West Ho,E06000043,E12000008,CHILD_12_months,2283
V17845,Ash Tree House Dental,E10000002,E12000008,ADULT_24_months,2848
V17845,Ash Tree House Dental,E10000002,E12000008,CHILD_12_months,1037
V17848,MR AM WILSON,E10000013,E12000009,ADULT_24_months,3878
V17848,MR AM WILSON,E10000013,E12000009,CHILD_12_months,1493
V17867,Paul Bester and Forbes Watson Limited Liability Partnership,E10000009,E12000009,ADULT_24_months,4457
V17867,Paul Bester and Forbes Watson Limited Liability Partnership,E10000009,E12000009,CHILD_12_months,851
V17883,Best Practice CDA Ltd,E10000014,E12000008,ADULT_24_months,3376
V17883,Best Practice CDA Ltd,E10000014,E12000008,CHILD_12_months,658
V17904,MR PJ POWER,E10000012,E12000006,ADULT_24_months,7014
V17904,MR PJ POWER,E10000012,E12000006,CHILD_12_months,1687
V17906,The White Horse Dental Practice,E06000054,E12000009,ADULT_24_months,2035
V17906,The White Horse Dental Practice,E06000054,E12000009,CHILD_12_months,709
V17907,Ravat & Ray Dental Care (Deane) Ltd,E08000001,E12000002,ADULT_24_months,4702
V17907,Ravat & Ray Dental Care (Deane) Ltd,E08000001,E12000002,CHILD_12_months,2208
V17938,MR CF DA ROCHA O'NEILL,E10000013,E12000009,ADULT_24_months,68
V17938,MR CF DA ROCHA O'NEILL,E10000013,E12000009,CHILD_12_months,197
V17943,FELDENT LIMITED,E06000049,E12000002,ADULT_24_months,2851
V17943,FELDENT LIMITED,E06000049,E12000002,CHILD_12_months,653
V17953,MISS JE DOYLE,E06000052,E12000009,ADULT_24_months,64
V17953,MISS JE DOYLE,E06000052,E12000009,CHILD_12_months,262
V17953,MR SC PACE,E06000052,E12000009,ADULT_24_months,2221
V17953,MR SC PACE,E06000052,E12000009,CHILD_12_months,598
V17963,Freedom Dental,E08000007,E12000002,ADULT_24_months,2098
V17963,Freedom Dental,E08000007,E12000002,CHILD_12_months,695
V17964,Whitton Corner Dental Practice,E09000027,E12000007,ADULT_24_months,3541
V17964,Whitton Corner Dental Practice,E09000027,E12000007,CHILD_12_months,1848
V17978,NEWHAM FAMILY DENTAL CARE LTD,E09000001,E12000007,ADULT_24_months,2207
V17978,NEWHAM FAMILY DENTAL CARE LTD,E09000001,E12000007,CHILD_12_months,348
V17979,M & B Practices Ltd,E08000035,E12000003,ADULT_24_months,5863
V17979,M & B Practices Ltd,E08000035,E12000003,CHILD_12_months,1610
V18012,IDH Limited,E10000017,E12000002,ADULT_24_months,4802
V18012,IDH Limited,E10000017,E12000002,CHILD_12_months,1720
V18031,Bridgewater Community Healthcare NHS Foundation Trust,E06000007,E12000002,ADULT_24_months,947
V18031,Bridgewater Community Healthcare NHS Foundation Trust,E06000007,E12000002,CHILD_12_months,152
V18031,East Cheshire NHS Trust,E06000007,E12000002,ADULT_24_months,820
V18031,East Cheshire NHS Trust,E06000007,E12000002,CHILD_12_months,278
V18031,REVIVE DENTAL CARE LIMITED,E06000007,E12000002,ADULT_24_months,1129
V18031,REVIVE DENTAL CARE LIMITED,E06000007,E12000002,CHILD_12_months,65
V18048,MR BR DAVIES,E06000010,E12000003,ADULT_24_months,577
V18049,MRS SA MCDOWALL,E10000013,E12000009,ADULT_24_months,103
V18049,MRS SA MCDOWALL,E10000013,E12000009,CHILD_12_months,1005
V18071,Tor Lodge Dental Partnership,E06000027,E12000009,ADULT_24_months,120
V18071,Tor Lodge Dental Partnership,E06000027,E12000009,CHILD_12_months,79
V18072,Smile Care Paignton Ltd,E06000027,E12000009,ADULT_24_months,1091
V18072,Smile Care Paignton Ltd,E06000027,E12000009,CHILD_12_months,558
V18170,Whitecross Dental Care Limited,E08000032,E12000003,ADULT_24_months,4193
V18170,Whitecross Dental Care Limited,E08000032,E12000003,CHILD_12_months,1545
V18269,Harford Street Dental Practice,E09000030,E12000007,ADULT_24_months,2060
V18269,Harford Street Dental Practice,E09000030,E12000007,CHILD_12_months,713
V18409,MR KN MIRZA,E10000006,E12000002,ADULT_24_months,15
V18409,MR KN MIRZA,E10000006,E12000002,CHILD_12_months,167
V18461,Bright Dental Clinic Limited,E06000043,E12000008,ADULT_24_months,2247
V18461,Bright Dental Clinic Limited,E06000043,E12000008,CHILD_12_months,649
V18528,Birwood Dental Care Ltd,E09000028,E12000007,ADULT_24_months,2661
V18528,Birwood Dental Care Ltd,E09000028,E12000007,CHILD_12_months,632
V18872,MR NK DIDDEE,E06000047,E12000001,ADULT_24_months,3138
V18872,MR NK DIDDEE,E06000047,E12000001,CHILD_12_months,758
V19087,DMJ Norwich Limited,E10000020,E12000006,ADULT_24_months,10831
V19087,DMJ Norwich Limited,E10000020,E12000006,CHILD_12_months,2380
V19287,OASIS DENTAL CARE LTD,E08000003,E12000002,ADULT_24_months,1448
V19287,OASIS DENTAL CARE LTD,E08000003,E12000002,CHILD_12_months,211
V19287,St Ann Partnership,E08000003,E12000002,ADULT_24_months,1485
V19287,St Ann Partnership,E08000003,E12000002,CHILD_12_months,304
V19300,Purley Dental Care,E09000008,E12000007,ADULT_24_months,3423
V19300,Purley Dental Care,E09000008,E12000007,CHILD_12_months,894
V19318,Petrie Tucker & Partners Ltd,E10000008,E12000009,ADULT_24_months,12455
V19318,Petrie Tucker & Partners Ltd,E10000008,E12000009,CHILD_12_months,2531
V19383,Bridgewater Community Healthcare NHS Foundation Trust,E08000013,E12000002,ADULT_24_months,1459
V19383,Bridgewater Community Healthcare NHS Foundation Trust,E08000013,E12000002,CHILD_12_months,754
V19383,REVIVE DENTAL CARE LIMITED,E08000013,E12000002,ADULT_24_months,309
V19383,REVIVE DENTAL CARE LIMITED,E08000013,E12000002,CHILD_12_months,20
V19409,Dr S Balachandran and Dr D Chellappah,E09000021,E12000007,ADULT_24_months,4793
V19409,Dr S Balachandran and Dr D Chellappah,E09000021,E12000007,CHILD_12_months,1736
V19543,Central Lancashire PCT Dental Service,E10000017,E12000002,ADULT_24_months,316
V19543,Central Lancashire PCT Dental Service,E10000017,E12000002,CHILD_12_months,20
V19618,Fieldrealm Ltd,E10000009,E12000009,ADULT_24_months,3018
V19618,Fieldrealm Ltd,E10000009,E12000009,CHILD_12_months,568
V19619,MRS A PATIL,E08000007,E12000002,ADULT_24_months,1462
V19619,MRS A PATIL,E08000007,E12000002,CHILD_12_months,316
V19620,Smile Care Dorset Limited,E06000028,E12000009,ADULT_24_months,1646
V19620,Smile Care Dorset Limited,E06000028,E12000009,CHILD_12_months,353
V19623,MR SA DADABHAI,E06000008,E12000002,ADULT_24_months,375
V19623,MR SA DADABHAI,E06000008,E12000002,CHILD_12_months,542
V19639,Tigga Smile - Bedford Dental Centre,E06000055,E12000006,ADULT_24_months,1868
V19639,Tigga Smile - Bedford Dental Centre,E06000055,E12000006,CHILD_12_months,647
V19749,The Toothplace Dental Surgery,E10000029,E12000006,ADULT_24_months,3090
V19749,The Toothplace Dental Surgery,E10000029,E12000006,CHILD_12_months,787
V19802,"K Sachdev, A Sachdev, M Sachdev, N Sachdev",E09000008,E12000007,ADULT_24_months,2401
V19802,"K Sachdev, A Sachdev, M Sachdev, N Sachdev",E09000008,E12000007,CHILD_12_months,1171
V19856,High Street Dental Practice,E10000028,E12000005,ADULT_24_months,4230
V19856,High Street Dental Practice,E10000028,E12000005,CHILD_12_months,1281
V19959,DR ID GRIME,E08000021,E12000001,ADULT_24_months,399
V19959,DR ID GRIME,E08000021,E12000001,CHILD_12_months,231
V20021,MR LA NIGHTINGALE,E08000022,E12000001,ADULT_24_months,10995
V20021,MR LA NIGHTINGALE,E08000022,E12000001,CHILD_12_months,2632
V20111,OASIS DENTAL CARE LTD,E09000021,E12000007,ADULT_24_months,1010
V20111,OASIS DENTAL CARE LTD,E09000021,E12000007,CHILD_12_months,628
V20154,MR M POURHASSAN GHAZIJAHANI,E09000002,E12000007,ADULT_24_months,2081
V20154,MR M POURHASSAN GHAZIJAHANI,E09000002,E12000007,CHILD_12_months,1032
V20159,Hale Road Dental Practice Limited,E08000012,E12000002,ADULT_24_months,6067
V20159,Hale Road Dental Practice Limited,E08000012,E12000002,CHILD_12_months,1545
V20242,SCA Trafalgar Dental Services Ltd,E10000009,E12000009,ADULT_24_months,3649
V20242,SCA Trafalgar Dental Services Ltd,E10000009,E12000009,CHILD_12_months,709
V20282,Hoyland Family Dental Centre,E08000016,E12000003,ADULT_24_months,6285
V20282,Hoyland Family Dental Centre,E08000016,E12000003,CHILD_12_months,1747
V20302,Damira Dental Studios Ltd,E06000046,E12000008,ADULT_24_months,6632
V20302,Damira Dental Studios Ltd,E06000046,E12000008,CHILD_12_months,1458
V20304,Damira Dental Studios Ltd,E06000045,E12000008,ADULT_24_months,11465
V20304,Damira Dental Studios Ltd,E06000045,E12000008,CHILD_12_months,1378
V20380,MRS VJ DIXON,E10000011,E12000008,ADULT_24_months,4
V20380,MRS VJ DIXON,E10000011,E12000008,CHILD_12_months,56
V20403,Sigma Dental Limited,E06000016,E12000004,ADULT_24_months,5333
V20403,Sigma Dental Limited,E06000016,E12000004,CHILD_12_months,2481
V20449,Guildhall Dental Practice,E10000029,E12000006,ADULT_24_months,925
V20449,Guildhall Dental Practice,E10000029,E12000006,CHILD_12_months,1180
V20449,MR SC WARDLE,E10000029,E12000006,ADULT_24_months,3
V20449,MR SC WARDLE,E10000029,E12000006,CHILD_12_months,16
V20529,Aligndent NK Ltd,E10000016,E12000008,ADULT_24_months,149
V20529,Aligndent NK Ltd,E10000016,E12000008,CHILD_12_months,352
V20529,Mr B Hayes (Aligndent Limited),E10000016,E12000008,ADULT_24_months,14
V20529,Mr B Hayes (Aligndent Limited),E10000016,E12000008,CHILD_12_months,94
V20786,MR DJ LANGMAN,E10000031,E12000005,ADULT_24_months,11010
V20786,MR DJ LANGMAN,E10000031,E12000005,CHILD_12_months,2473
V20863,Mr Wadhwani & Mr Hirani,E10000003,E12000006,ADULT_24_months,3
V20863,Mr Wadhwani & Mr Hirani,E10000003,E12000006,CHILD_12_months,14
V20950,Dentapol Ltd,E10000009,E12000009,ADULT_24_months,5717
V20950,Dentapol Ltd,E10000009,E12000009,CHILD_12_months,1255
V21082,Charnwood Research Centre Limited  T/A East Midlands Orthodo,E06000018,E12000004,ADULT_24_months,138
V21082,Charnwood Research Centre Limited  T/A East Midlands Orthodo,E06000018,E12000004,CHILD_12_months,282
V21086,Devon Square Orthodontics Ltd,E10000008,E12000009,ADULT_24_months,35
V21086,Devon Square Orthodontics Ltd,E10000008,E12000009,CHILD_12_months,236
V21129,MR AF RAI,E10000002,E12000008,ADULT_24_months,4162
V21129,MR AF RAI,E10000002,E12000008,CHILD_12_months,1032
V21227,Ravat and Ray Dental Care (Salford) Ltd,E08000006,E12000002,ADULT_24_months,1274
V21227,Ravat and Ray Dental Care (Salford) Ltd,E08000006,E12000002,CHILD_12_months,446
V21313,MRS A BROGAN,E10000014,E12000008,ADULT_24_months,18747
V21313,MRS A BROGAN,E10000014,E12000008,CHILD_12_months,4701
V21318,Watersedge Blue Ltd,E10000027,E12000009,ADULT_24_months,4369
V21318,Watersedge Blue Ltd,E10000027,E12000009,CHILD_12_months,782
V21507,NHS Salford DPwSI,E08000006,E12000002,ADULT_24_months,44
V21507,NHS Salford DPwSI,E08000006,E12000002,CHILD_12_months,1
V21516,Central Lancashire PCT Dental Service,E10000017,E12000002,ADULT_24_months,960
V21516,Central Lancashire PCT Dental Service,E10000017,E12000002,CHILD_12_months,295
V21529,Woodhouse Dental Practice,E08000019,E12000003,ADULT_24_months,5534
V21529,Woodhouse Dental Practice,E08000019,E12000003,CHILD_12_months,1219
V21538,Mr and Mrs Desai,E06000056,E12000006,ADULT_24_months,2204
V21538,Mr and Mrs Desai,E06000056,E12000006,CHILD_12_months,551
V21550,GOFFS OAK DENTAL CARE,E10000015,E12000006,ADULT_24_months,1204
V21550,GOFFS OAK DENTAL CARE,E10000015,E12000006,CHILD_12_months,4
V21600,Hitchin Orthodontic Clinic Limited,E10000015,E12000006,ADULT_24_months,92
V21600,Hitchin Orthodontic Clinic Limited,E10000015,E12000006,CHILD_12_months,325
V21858,Dentalcare (Southern) Limited,E10000021,E12000004,ADULT_24_months,4270
V21858,Dentalcare (Southern) Limited,E10000021,E12000004,CHILD_12_months,1236
V21942,Tipton Dental Practice,E08000028,E12000005,ADULT_24_months,1165
V21942,Tipton Dental Practice,E08000028,E12000005,CHILD_12_months,338
V21953,Brigstock Dental Practice,E09000008,E12000007,ADULT_24_months,6264
V21953,Brigstock Dental Practice,E09000008,E12000007,CHILD_12_months,2648
V21985,Stable Court Dental Surgery Limited,E08000034,E12000003,ADULT_24_months,5185
V21985,Stable Court Dental Surgery Limited,E08000034,E12000003,CHILD_12_months,1714
V22080,High Green & Dinnington Dental Practices,E08000019,E12000003,ADULT_24_months,7030
V22080,High Green & Dinnington Dental Practices,E08000019,E12000003,CHILD_12_months,2062
V22127,Anglia Orthodontics,E10000003,E12000006,ADULT_24_months,65
V22127,Anglia Orthodontics,E10000003,E12000006,CHILD_12_months,109
V22257,MR N SAKERCHAND,E06000056,E12000006,ADULT_24_months,9342
V22257,MR N SAKERCHAND,E06000056,E12000006,CHILD_12_months,2823
V22378,Somerset PCT,E10000027,E12000009,ADULT_24_months,1818
V22378,Somerset PCT,E10000027,E12000009,CHILD_12_months,329
V22397,Smile Care Dorset Limited,E06000029,E12000009,ADULT_24_months,1341
V22397,Smile Care Dorset Limited,E06000029,E12000009,CHILD_12_months,394
V22412,MR A BAGGA,E08000019,E12000003,ADULT_24_months,1162
V22412,MR A BAGGA,E08000019,E12000003,CHILD_12_months,452
V22462,MR S ISMAIL,E10000006,E12000002,ADULT_24_months,124
V22462,MR S ISMAIL,E10000006,E12000002,CHILD_12_months,526
V22693,Browns¿ Dental Surgery,E08000024,E12000001,ADULT_24_months,5230
V22693,Browns¿ Dental Surgery,E08000024,E12000001,CHILD_12_months,1516
V22803,Smilecare Swindon Limited,E06000030,E12000009,ADULT_24_months,1913
V22803,Smilecare Swindon Limited,E06000030,E12000009,CHILD_12_months,759
V22872,Community Dental Centres Ltd,E06000023,E12000009,ADULT_24_months,8409
V22872,Community Dental Centres Ltd,E06000023,E12000009,CHILD_12_months,2770
V23232,Mr A Pitchforth and Miss M Elalami,E10000011,E12000008,ADULT_24_months,3863
V23232,Mr A Pitchforth and Miss M Elalami,E10000011,E12000008,CHILD_12_months,697
V23237,MRS CO ADELOYE,E09000006,E12000007,ADULT_24_months,2881
V23237,MRS CO ADELOYE,E09000006,E12000007,CHILD_12_months,744
V23396,Dentalcare (Southern) Limited,E06000054,E12000009,ADULT_24_months,3179
V23396,Dentalcare (Southern) Limited,E06000054,E12000009,CHILD_12_months,890
V23396,MR JA SETON,E06000054,E12000009,ADULT_24_months,2015
V23396,MR JA SETON,E06000054,E12000009,CHILD_12_months,441
V23438,Mr Mayuran Senthilnathan & Mr Amit Dodia,E10000030,E12000008,ADULT_24_months,1629
V23438,Mr Mayuran Senthilnathan & Mr Amit Dodia,E10000030,E12000008,CHILD_12_months,669
V23506,MR H RAZBAN,E09000013,E12000007,ADULT_24_months,2702
V23506,MR H RAZBAN,E09000013,E12000007,CHILD_12_months,478
V23588,Kingston Community Dental Service,E09000021,E12000007,ADULT_24_months,37
V23589,MR AM PEARSON,E06000043,E12000008,ADULT_24_months,15
V23602,MR A SHAMOSSON,E09000002,E12000007,ADULT_24_months,1379
V23602,MR A SHAMOSSON,E09000002,E12000007,CHILD_12_months,523
V23641,Haslingden Dental Practice Partnership,E10000017,E12000002,ADULT_24_months,4949
V23641,Haslingden Dental Practice Partnership,E10000017,E12000002,CHILD_12_months,1760
V23678,Drs Landau & Lauffer,E09000019,E12000007,ADULT_24_months,1075
V23678,Drs Landau & Lauffer,E09000019,E12000007,CHILD_12_months,930
V23750,THE HARROW DENTAL PRACTICE LIMITED,E09000016,E12000007,ADULT_24_months,5097
V23750,THE HARROW DENTAL PRACTICE LIMITED,E09000016,E12000007,CHILD_12_months,1520
V24046,Mr R Patel and Associates,E10000012,E12000006,ADULT_24_months,3338
V24046,Mr R Patel and Associates,E10000012,E12000006,CHILD_12_months,1057
V24070,Optident Dental Clinic,E10000012,E12000006,ADULT_24_months,1608
V24070,Optident Dental Clinic,E10000012,E12000006,CHILD_12_months,296
V24136,Goose Green Dental Practice,E08000009,E12000002,ADULT_24_months,2522
V24136,Goose Green Dental Practice,E08000009,E12000002,CHILD_12_months,336
V24136,MISS GM Zverblis,E08000009,E12000002,ADULT_24_months,2045
V24136,MISS GM Zverblis,E08000009,E12000002,CHILD_12_months,688
V24141,MF Dental Partners,E08000005,E12000002,ADULT_24_months,3432
V24141,MF Dental Partners,E08000005,E12000002,CHILD_12_months,1207
